action,operation,operation_price,operation_stop_price,operation_end_type,unix,price,base,quote,debt_base,total_quote,gain,run_unix,run_date,date,open,high,low,close,volume_base,trade_gain
SHORT,SELL,227.77000427,250.5470047,0.0,1721228400,227.77000427246094,0.0,20053.38131556,44.02111986,10026.69065708,0.00267,1721228400.0,2024-07-17 15:00:00,2024-07-17 15:00:00,227.8000030517578,228.47999572753906,227.4499969482422,227.77000427246094,3163064.0,0
,,,,,1721230200,228.6199951171875,0.0,20053.38131556,44.02111986,9989.273108113675,-0.001072689208611033,,,2024-07-17 15:30:00,227.76499938964844,228.8300018310547,227.74000549316406,228.6199951171875,2788069.0,-0.004
,,,,,1721232000,228.7100067138672,0.0,20053.38131556,44.02111986,9985.310696827448,-0.0014689303372258378,,,2024-07-17 16:00:00,228.6300048828125,229.00999450683594,228.09500122070312,228.7100067138672,2445126.0,-0.004
,,,,,1721233800,228.4949951171875,0.0,20053.38131556,44.02111986,9994.775748096175,-0.0005224252103719351,,,2024-07-17 16:30:00,228.72000122070312,228.8300018310547,228.27000427246094,228.4949951171875,1784673.0,-0.003
,,,,,1721235600,228.7100067138672,0.0,20053.38131556,44.02111986,9985.310696827448,-0.0014689303372258378,,,2024-07-17 17:00:00,228.48500061035156,229.00999450683594,228.32000732421875,228.7100067138672,2159081.0,-0.004
,,,,,1721237400,228.6999969482422,0.0,20053.38131556,44.02111986,9985.751337919797,-0.0014248662279917612,,,2024-07-17 17:30:00,228.72000122070312,228.7949981689453,228.14999389648438,228.6999969482422,1711538.0,-0.004
,,,,,1721239200,228.63099670410156,0.0,20053.38131556,44.02111986,9988.78880593748,-0.0011211194262295,,,2024-07-17 18:00:00,228.67999267578125,228.9199981689453,228.25999450683594,228.63099670410156,1766877.0,-0.004
,,,,,1721241000,229.51910400390625,0.0,20053.38131556,44.02111986,9949.693328044237,-0.005030667215475626,,,2024-07-17 18:30:00,228.63999938964844,229.77999877929688,228.50750732421875,229.51910400390625,2710159.0,-0.008
,,,,,1721242800,229.1999969482422,0.0,20053.38131556,44.02111986,9963.740777989797,-0.0036259222209478192,,,2024-07-17 19:00:00,229.51800537109375,229.8000030517578,228.9600067138672,229.1999969482422,2148999.0,-0.006
,,,,,1721244600,229.13999938964844,0.0,20053.38131556,44.02111986,9966.38193770796,-0.003361806249136734,,,2024-07-17 19:30:00,229.19500732421875,229.66990661621094,229.00999450683594,229.13999938964844,2627275.0,-0.006
,,,,,1721246400,228.88499450683594,0.0,20053.38131556,44.02111986,9977.607538219134,-0.0022392461980418332,,,2024-07-17 20:00:00,229.13999938964844,229.82000732421875,228.57000732421875,228.88499450683594,6250577.0,-0.005
,,,,,1721311200,227.02999877929688,0.0,20053.38131556,44.02111986,10059.266527480919,0.005926652727973325,,,2024-07-18 14:00:00,230.34500122070312,230.44000244140625,226.58999633789062,227.02999877929688,7820839.0,0.003
,,,,,1721313000,227.88999938964844,0.0,20053.38131556,44.02111986,10021.40833753296,0.0021408337332531335,,,2024-07-18 14:30:00,227.0050048828125,228.6699981689453,226.75,227.88999938964844,4284379.0,-0.001
,,,,,1721314800,226.58999633789062,0.0,20053.38131556,44.02111986,10078.635927692756,0.007863592749118409,,,2024-07-18 15:00:00,227.8699951171875,228.00999450683594,225.1300048828125,226.58999633789062,5093408.0,0.005
COVER,BUY,222.99000549,-1.0,0.0,1721316600,222.99000549316406,0.0,10237.1115563,0.0,10237.1115563,0.02371,1721316600.0,2024-07-18 15:30:00,2024-07-18 15:30:00,226.58999633789062,226.69000244140625,222.7899932861328,222.99000549316406,7342850.0,0.021
SHORT,SELL,223.49000549,245.83900604,0.0,1721318400,223.49000549316406,0.0,20474.2231126,45.80567947,10237.11155638,0.02371,1721318400.0,2024-07-18 16:00:00,2024-07-18 16:00:00,222.97999572753906,224.02999877929688,222.4499969482422,223.49000549316406,4872045.0,0
,,,,,1721320200,223.35000610351562,0.0,20474.2231126,45.80567947,10243.52432339982,0.02435243231949502,,,2024-07-18 16:30:00,223.49000549316406,223.64939880371094,222.8000030517578,223.35000610351562,3093579.0,0.001
,,,,,1721322000,224.2100067138672,0.0,20474.2231126,45.80567947,10204.131411098051,0.020413141089396847,,,2024-07-18 17:00:00,223.35000610351562,224.22999572753906,222.47000122070312,224.2100067138672,3746950.0,-0.003
,,,,,1721323800,224.55999755859375,0.0,20474.2231126,45.80567947,10188.099842647072,0.018809984244331,,,2024-07-18 17:30:00,224.1999969482422,225.06500244140625,223.47000122070312,224.55999755859375,3051272.0,-0.005
,,,,,1721325600,224.69000244140625,0.0,20474.2231126,45.80567947,10182.144880655429,0.018214488045178667,,,2024-07-18 18:00:00,224.5500030517578,225.1999969482422,224.42999267578125,224.69000244140625,2833491.0,-0.005
COVER,BUY,224.60009766,-1.0,0.0,1721327400,224.60009765625,0.0,10186.263030260001,0.0,10186.26303026,0.01863,1721327400.0,2024-07-18 18:30:00,2024-07-18 18:30:00,224.7100067138672,225.02999877929688,224.4149932861328,224.60009765625,2178380.0,-0.005
,,,,,1721329200,224.78500366210938,0.0,20474.2231126,45.80567947,10177.793285190643,0.01777932849870867,,,2024-07-18 19:00:00,224.5800018310547,224.8300018310547,224.14999389648438,224.78500366210938,1915424.0,
,,,,,1721331000,224.1300048828125,0.0,20474.2231126,45.80567947,10207.795949328356,0.020779594912420096,,,2024-07-18 19:30:00,224.77999877929688,225.07000732421875,223.45089721679688,224.1300048828125,2724537.0,
,,,,,1721332800,224.19000244140625,0.0,20474.2231126,45.80567947,10205.047720390428,0.020504772018632877,,,2024-07-18 20:00:00,224.1199951171875,225.14999389648438,223.8249969482422,224.19000244140625,5051993.0,
LONG,BUY,225.82000732,203.23800659,0.0,1721397600,225.82000732421875,45.10788548,0.0,0.0,10186.26302928,0.01863,1721397600.0,2024-07-19 14:00:00,2024-07-19 14:00:00,224.8520050048828,226.60000610351562,224.4199981689453,225.82000732421875,10834472.0,0
CLOSE,SELL,225.01420593,-1.0,0.0,1721399400,225.0142059326172,0.0,10149.91503246,0.0,10149.91503246,0.01499,1721399400.0,2024-07-19 14:30:00,2024-07-19 14:30:00,225.80999755859375,226.8000030517578,224.92999267578125,225.0142059326172,3698464.0,-0.004
SHORT,SELL,225.01420593,247.51562652,0.0,1721399400,225.0142059326172,0.0,20299.83006492,45.10788548,10149.91503246,0.01499,1721399400.0,2024-07-19 14:30:00,2024-07-19 14:30:00,225.80999755859375,226.8000030517578,224.92999267578125,225.0142059326172,3698464.0,0
,,,,,1721401200,224.8000030517578,0.0,20299.83006492,45.10788548,10159.577271357657,0.01595772711544652,,,2024-07-19 15:00:00,225.05999755859375,225.86000061035156,224.6199951171875,224.8000030517578,2948187.0,0.001
,,,,,1721403000,223.9600067138672,0.0,20299.83006492,45.10788548,10197.467729970847,0.019746772976689808,,,2024-07-19 15:30:00,224.80999755859375,225.25999450683594,223.8708038330078,223.9600067138672,2099819.0,0.005
,,,,,1721404800,224.99000549316406,0.0,20299.83006492,45.10788548,10151.006662989783,0.015100666278676345,,,2024-07-19 16:00:00,223.9600067138672,225.0500030517578,223.55999755859375,224.99000549316406,3805824.0,0.0
,,,,,1721406600,223.94500732421875,0.0,20299.83006492,45.10788548,10198.144320721378,0.019814432051741493,,,2024-07-19 16:30:00,224.97000122070312,224.99000549316406,223.82000732421875,223.94500732421875,1776774.0,0.005
,,,,,1721408400,223.99000549316406,0.0,20299.83006492,45.10788548,10196.114548469784,0.019611454826586217,,,2024-07-19 17:00:00,223.94000244140625,224.19000244140625,223.27499389648438,223.99000549316406,2076491.0,0.005
,,,,,1721410200,224.4600067138672,0.0,20299.83006492,45.10788548,10174.913787230847,0.017491378702734872,,,2024-07-19 17:30:00,223.97000122070312,224.57989501953125,223.47000122070312,224.4600067138672,1442958.0,0.002
,,,,,1721412000,224.610107421875,0.0,20299.83006492,45.10788548,10168.143061683564,0.016814306148020153,,,2024-07-19 18:00:00,224.42999267578125,224.78199768066406,223.86000061035156,224.610107421875,1677094.0,0.002
,,,,,1721413800,224.44000244140625,0.0,20299.83006492,45.10788548,10175.816137662125,0.01758161374586087,,,2024-07-19 18:30:00,224.60000610351562,224.94500732421875,224.27999877929688,224.44000244140625,1613135.0,0.003
,,,,,1721415600,224.44000244140625,0.0,20299.83006492,45.10788548,10175.816137662125,0.01758161374586087,,,2024-07-19 19:00:00,224.4600067138672,224.51499938964844,223.88999938964844,224.44000244140625,1608666.0,0.003
,,,,,1721417400,225.00999450683594,0.0,20299.83006492,45.10788548,10150.105000850215,0.015010500064721377,,,2024-07-19 19:30:00,224.44000244140625,225.1199951171875,224.41250610351562,225.00999450683594,2055185.0,0.0
,,,,,1721419200,224.3800048828125,0.0,20299.83006492,45.10788548,10178.522500664252,0.017852250046068274,,,2024-07-19 20:00:00,225.0,225.0699005126953,224.00999450683594,224.3800048828125,5391560.0,0.003
,,,,,1721656800,226.7100067138672,0.0,20299.83006492,45.10788548,10073.421044900846,0.007342104469937771,,,2024-07-22 14:00:00,227.27000427246094,227.74000549316406,225.5800018310547,226.7100067138672,6545648.0,-0.008
,,,,,1721658600,226.8000030517578,0.0,20299.83006492,45.10788548,10069.361500397657,0.0069361500196269965,,,2024-07-22 14:30:00,226.6999969482422,227.77999877929688,226.19500732421875,226.8000030517578,3489101.0,-0.008
,,,,,1721660400,225.94000244140625,0.0,20299.83006492,45.10788548,10108.154309442125,0.010815430923996283,,,2024-07-22 15:00:00,226.80499267578125,227.12510681152344,225.77000427246094,225.94000244140625,2628728.0,-0.004
,,,,,1721662200,223.82989501953125,0.0,20299.83006492,45.10788548,10203.336793378561,0.02033367931744956,,,2024-07-22 15:30:00,225.9499969482422,226.22999572753906,223.72000122070312,223.82989501953125,3682514.0,0.005
,,,,,1721664000,224.00070190429688,0.0,20299.83006492,45.10788548,10195.632055981358,0.019563205577744602,,,2024-07-22 16:00:00,223.77999877929688,224.13999938964844,223.22000122070312,224.00070190429688,2994837.0,0.005
,,,,,1721665800,223.8350067138672,0.0,20299.83006492,45.10788548,10203.106215655847,0.020310621545178487,,,2024-07-22 16:30:00,224.0,224.05999755859375,223.08999633789062,223.8350067138672,2074836.0,0.005
COVER,BUY,224.27000427,-1.0,0.0,1721667600,224.27000427246094,0.0,10183.484395709998,0.0,10183.48439571,0.01835,1721667600.0,2024-07-22 17:00:00,2024-07-22 17:00:00,223.8300018310547,224.3300018310547,223.6999969482422,224.27000427246094,1681680.0,0.003
,,,,,1721669400,224.38999938964844,0.0,20299.83006492,45.10788548,10178.071669594467,0.017807166939090457,,,2024-07-22 17:30:00,224.30999755859375,224.58999633789062,224.0001983642578,224.38999938964844,1905303.0,
,,,,,1721671200,225.19000244140625,0.0,20299.83006492,45.10788548,10141.985223552125,0.014198522334928576,,,2024-07-22 18:00:00,224.3699951171875,225.24000549316406,224.3300018310547,225.19000244140625,1612723.0,
,,,,,1721673000,225.0500030517578,0.0,20299.83006492,45.10788548,10148.300299987657,0.014830029978469161,,,2024-07-22 18:30:00,225.2100067138672,225.42010498046875,224.9199981689453,225.0500030517578,1423948.0,
,,,,,1721674800,225.13999938964844,0.0,20299.83006492,45.10788548,10144.240755484467,0.014424075528158165,,,2024-07-22 19:00:00,225.05999755859375,225.6300048828125,225.05999755859375,225.13999938964844,1418216.0,
SHORT,SELL,224.67999268,247.14799195,0.0,1721676600,224.67999267578125,0.0,20366.968791419997,45.32439348,10183.48439611,0.01835,1721676600.0,2024-07-22 19:30:00,2024-07-22 19:30:00,225.13999938964844,225.2100067138672,224.6300048828125,224.67999267578125,2768749.0,0
,,,,,1721678400,223.92999267578125,0.0,20366.968791419997,45.32439348,10217.477691409369,0.021747769120501914,,,2024-07-22 20:00:00,224.67999267578125,225.0399932861328,223.77999877929688,223.92999267578125,4547672.0,0.003
,,,,,1721743200,224.14999389648438,0.0,20366.968791419997,45.32439348,10207.506269516141,0.020750626931199223,,,2024-07-23 14:00:00,224.39999389648438,224.64999389648438,222.67999267578125,224.14999389648438,4910156.0,0.002
,,,,,1721745000,224.625,0.0,20366.968791419997,45.32439348,10185.976905974998,0.0185976905771279,,,2024-07-23 14:30:00,224.19000244140625,225.13999938964844,223.97999572753906,224.625,2478811.0,0.0
,,,,,1721746800,224.64999389648438,0.0,20366.968791419997,45.32439348,10184.84407277614,0.018484407257244317,,,2024-07-23 15:00:00,224.63999938964844,224.9499969482422,224.10060119628906,224.64999389648438,1860831.0,0.0
,,,,,1721748600,226.60890197753906,0.0,20366.968791419997,45.32439348,10096.057752119266,0.009605775191734445,,,2024-07-23 15:30:00,224.6699981689453,226.72999572753906,224.5500030517578,226.60890197753906,4181832.0,-0.009
,,,,,1721750400,226.61000061035156,0.0,20366.968791419997,45.32439348,10096.007957253383,0.00960079570514627,,,2024-07-23 16:00:00,226.61500549316406,226.92999267578125,226.2899932861328,226.61000061035156,2373742.0,-0.009
,,,,,1721752200,225.639892578125,0.0,20366.968791419997,45.32439348,10139.977515424129,0.013997751522133006,,,2024-07-23 16:30:00,226.6300048828125,226.64990234375,225.1999969482422,225.639892578125,2010291.0,-0.004
,,,,,1721754000,225.25399780273438,0.0,20366.968791419997,45.32439348,10157.46796206581,0.015746796186266065,,,2024-07-23 17:00:00,225.6300048828125,225.6999053955078,225.0800018310547,225.25399780273438,1243890.0,-0.003
COVER,BUY,224.72000122,-1.0,0.0,1721755800,224.72000122070312,0.0,10181.671033299997,0.0,10181.6710333,0.01817,1721755800.0,2024-07-23 17:30:00,2024-07-23 17:30:00,225.25999450683594,225.3699951171875,224.61500549316406,224.72000122070312,2196178.0,-0.0
LONG,BUY,225.00799561,202.50719605,0.0,1721757600,225.00799560546875,45.25026324,0.0,0.0,10181.67103246,0.01817,1721757600.0,2024-07-23 18:00:00,2024-07-23 18:00:00,224.7100067138672,225.02999877929688,224.5500030517578,225.00799560546875,1218157.0,0
CLOSE,SELL,224.53999329,-1.0,0.0,1721759400,224.5399932861328,0.0,10160.49380428,0.0,10160.49380428,0.01605,1721759400.0,2024-07-23 18:30:00,2024-07-23 18:30:00,225.0,225.0399932861328,224.3800048828125,224.5399932861328,1524414.0,-0.002
SHORT,SELL,224.77999878,247.25799866,0.0,1721761200,224.77999877929688,0.0,20320.98760856,45.20194795,10160.49380351,0.01605,1721761200.0,2024-07-23 19:00:00,2024-07-23 19:00:00,224.57240295410156,224.78599548339844,224.3280029296875,224.77999877929688,1073729.0,0
,,,,,1721763000,225.07470703125,0.0,20320.98760856,45.20194795,10147.17241647194,0.01471724162689969,,,2024-07-23 19:30:00,224.77000427246094,225.10000610351562,224.57000732421875,225.07470703125,1644173.0,-0.001
,,,,,1721764800,225.00999450683594,0.0,20320.98760856,45.20194795,10150.097548632217,0.015009754842921552,,,2024-07-23 20:00:00,225.05999755859375,225.27999877929688,224.32000732421875,225.00999450683594,3762733.0,-0.001
,,,,,1721829600,221.27999877929688,0.0,20320.98760856,45.20194795,10318.70062136216,0.031870062115578746,,,2024-07-24 14:00:00,224.0,224.8000030517578,220.6999969482422,221.27999877929688,7685378.0,0.016
COVER,BUY,220.88999939,-1.0,0.0,1721831400,220.88999938964844,0.0,10336.329353460002,0.0,10336.32935346,0.03363,1721831400.0,2024-07-24 14:30:00,2024-07-24 14:30:00,221.27999877929688,221.41000366210938,220.3000030517578,220.88999938964844,3485906.0,0.017
LONG,BUY,220.88999939,198.80099945,0.0,1721831400,220.88999938964844,46.79401232,0.0,0.0,10336.32935282,0.03363,1721831400.0,2024-07-24 14:30:00,2024-07-24 14:30:00,221.27999877929688,221.41000366210938,220.3000030517578,220.88999938964844,3485906.0,0
CLOSE,SELL,218.8302002,-1.0,0.0,1721833200,218.8302001953125,0.0,10239.94308415,0.0,10239.94308415,0.02399,1721833200.0,2024-07-24 15:00:00,2024-07-24 15:00:00,220.89999389648438,221.02999877929688,218.8000030517578,218.8302001953125,4891179.0,-0.009
SHORT,SELL,218.8302002,240.71322022,0.0,1721833200,218.8302001953125,0.0,20479.8861683,46.79401232,10239.94308415,0.02399,1721833200.0,2024-07-24 15:00:00,2024-07-24 15:00:00,220.89999389648438,221.02999877929688,218.8000030517578,218.8302001953125,4891179.0,0
COVER,BUY,218.67500305,-1.0,0.0,1721835000,218.6750030517578,0.0,10247.2053815,0.0,10247.2053815,0.02472,1721835000.0,2024-07-24 15:30:00,2024-07-24 15:30:00,218.86000061035156,219.19000244140625,218.2899932861328,218.6750030517578,4331044.0,0.001
LONG,BUY,218.67500305,196.80750274,0.0,1721835000,218.6750030517578,46.86043324,0.0,0.0,10247.20538168,0.02472,1721835000.0,2024-07-24 15:30:00,2024-07-24 15:30:00,218.86000061035156,219.19000244140625,218.2899932861328,218.6750030517578,4331044.0,0
,,,,,1721836800,218.0399932861328,46.86043324,0.0,0.0,10217.448549034874,0.021744854883052556,,,2024-07-24 16:00:00,218.6699981689453,218.83999633789062,218.02000427246094,218.0399932861328,2924393.0,-0.003
,,,,,1721838600,217.90499877929688,46.86043324,0.0,0.0,10211.122647959523,0.021112264775529965,,,2024-07-24 16:30:00,218.0399932861328,218.08999633789062,217.1300048828125,217.90499877929688,3347467.0,-0.004
CLOSE,SELL,217.81500244,-1.0,0.0,1721840400,217.81500244140625,0.0,10206.90538051,0.0,10206.90538051,0.02069,1721840400.0,2024-07-24 17:00:00,2024-07-24 17:00:00,217.90989685058594,218.5500030517578,217.72000122070312,217.81500244140625,2600436.0,-0.004
SHORT,SELL,218.02580261,239.82838287,0.0,1721842200,218.0258026123047,0.0,20413.81076102,46.81512582,10206.90537983,0.02069,1721842200.0,2024-07-24 17:30:00,2024-07-24 17:30:00,217.8300018310547,218.54420471191406,217.77000427246094,218.0258026123047,1892128.0,0
,,,,,1721844000,218.1802978515625,0.0,20413.81076102,46.81512582,10199.672665654025,0.01996726654500325,,,2024-07-24 18:00:00,218.02000427246094,218.4199981689453,217.83999633789062,218.1802978515625,1837183.0,-0.001
,,,,,1721845800,218.16000366210938,0.0,20413.81076102,46.81512582,10200.622740686687,0.020062274048267437,,,2024-07-24 18:30:00,218.2050018310547,218.86000061035156,218.08999633789062,218.16000366210938,2038533.0,-0.001
,,,,,1721847600,218.17349243164062,0.0,20413.81076102,46.81512582,10199.991262243926,0.01999912620399269,,,2024-07-24 19:00:00,218.16000366210938,218.42999267578125,217.80999755859375,218.17349243164062,2011339.0,-0.001
,,,,,1721849400,217.88999938964844,0.0,20413.81076102,46.81512582,10213.263024673885,0.021326302446961876,,,2024-07-24 19:30:00,218.1699981689453,218.22999572753906,217.7563018798828,217.88999938964844,2450907.0,0.001
,,,,,1721851200,218.57000732421875,0.0,20413.81076102,46.81512582,10181.428367658376,0.01814283674547479,,,2024-07-24 20:00:00,217.8800048828125,218.77999877929688,217.6999969482422,218.57000732421875,7678488.0,-0.002
,,,,,1721916000,215.55999755859375,0.0,20413.81076102,46.81512582,10322.34235355554,0.03223423533490921,,,2024-07-25 14:00:00,218.8699951171875,219.84500122070312,215.05999755859375,215.55999755859375,7933151.0,0.011
,,,,,1721917800,215.80999755859375,0.0,20413.81076102,46.81512582,10310.638572100539,0.03106385718943261,,,2024-07-25 14:30:00,215.5500030517578,216.14990234375,214.6199951171875,215.80999755859375,6577984.0,0.01
,,,,,1721919600,218.55990600585938,0.0,20413.81076102,46.81512582,10181.901262148318,0.018190126194467915,,,2024-07-25 15:00:00,215.82000732421875,218.57000732421875,215.44009399414062,218.55990600585938,4110363.0,-0.002
,,,,,1721921400,218.67999267578125,0.0,20413.81076102,46.81512582,10176.279389586622,0.017627938938309606,,,2024-07-25 15:30:00,218.5399932861328,219.39999389648438,217.75999450683594,218.67999267578125,3180576.0,-0.003
,,,,,1721923200,219.3549041748047,0.0,20413.81076102,46.81512582,10144.683322842475,0.01446833226395805,,,2024-07-25 16:00:00,218.6840057373047,219.3549041748047,218.11000061035156,219.3549041748047,2295279.0,-0.006
,,,,,1721925000,220.19200134277344,0.0,20413.81076102,46.81512582,10105.494513600452,0.010549451339834315,,,2024-07-25 16:30:00,219.3300018310547,220.52000427246094,218.81100463867188,220.19200134277344,3129441.0,-0.01
,,,,,1721926800,220.20889282226562,0.0,20413.81076102,46.81512582,10104.703736862739,0.010470373666064514,,,2024-07-25 17:00:00,220.1999969482422,220.85000610351562,219.9250030517578,220.20889282226562,1882243.0,-0.01
COVER,BUY,219.41999817,-1.0,0.0,1721928600,219.4199981689453,0.0,10141.635939269998,0.0,10141.63593927,0.01416,1721928600.0,2024-07-25 17:30:00,2024-07-25 17:30:00,220.1999969482422,220.77999877929688,219.27000427246094,219.4199981689453,2153003.0,-0.006
LONG,BUY,219.41999817,197.47799835,0.0,1721928600,219.4199981689453,46.22019881,0.0,0.0,10141.63593831,0.01416,1721928600.0,2024-07-25 17:30:00,2024-07-25 17:30:00,220.1999969482422,220.77999877929688,219.27000427246094,219.4199981689453,2153003.0,0
,,,,,1721930400,220.34800720214844,46.22019881,0.0,0.0,10184.528700270612,0.018452870006692157,,,2024-07-25 18:00:00,219.42999267578125,220.47999572753906,219.3572998046875,220.34800720214844,1610177.0,0.004
,,,,,1721932200,219.8800048828125,46.22019881,0.0,0.0,10162.897540027365,0.016289753982410726,,,2024-07-25 18:30:00,220.35000610351562,220.42999267578125,219.5399932861328,219.8800048828125,1540912.0,0.002
,,,,,1721934000,218.63999938964844,46.22019881,0.0,0.0,10105.58423960783,0.010558423940571826,,,2024-07-25 19:00:00,219.86000061035156,220.33999633789062,218.639892578125,218.63999938964844,2006148.0,-0.004
CLOSE,SELL,220.125,-1.0,0.0,1721935800,220.125,0.0,10174.22126305,0.0,10174.22126305,0.01742,1721935800.0,2024-07-25 19:30:00,2024-07-25 19:30:00,218.6300048828125,220.4199981689453,218.61700439453125,220.125,1916654.0,0.003
LONG,BUY,217.49000549,195.74100494,0.0,1721937600,217.49000549316406,46.78017843,0.0,0.0,10174.22126356,0.01742,1721937600.0,2024-07-25 20:00:00,2024-07-25 20:00:00,220.10000610351562,220.27000427246094,217.3300018310547,217.49000549316406,5667186.0,0
,,,,,1722002400,217.67999267578125,46.78017843,0.0,0.0,10183.10889801414,0.01831088978104778,,,2024-07-26 14:00:00,218.85000610351562,219.14990234375,216.27999877929688,217.67999267578125,6837765.0,0.001
,,,,,1722004200,217.39999389648438,46.78017843,0.0,0.0,10170.01050515845,0.017001050495505154,,,2024-07-26 14:30:00,217.66400146484375,217.9499969482422,216.00999450683594,217.39999389648438,3984776.0,-0.0
,,,,,1722006000,217.51499938964844,46.78017843,0.0,0.0,10175.390482649094,0.017539048244558764,,,2024-07-26 15:00:00,217.39500427246094,217.61000061035156,216.45590209960938,217.51499938964844,2367488.0,0.0
,,,,,1722007800,217.9553985595703,46.78017843,0.0,0.0,10195.992434398464,0.019599243419454515,,,2024-07-26 15:30:00,217.50999450683594,218.1540069580078,217.39010620117188,217.9553985595703,1981704.0,0.002
,,,,,1722009600,218.5,46.78017843,0.0,0.0,10221.468986955,0.022146898675057036,,,2024-07-26 16:00:00,217.9550018310547,218.8800048828125,217.50999450683594,218.5,2673659.0,0.005
,,,,,1722011400,218.69119262695312,46.78017843,0.0,0.0,10230.413012158368,0.023041301195376063,,,2024-07-26 16:30:00,218.5,219.02000427246094,218.43800354003906,218.69119262695312,1834421.0,0.006
,,,,,1722013200,219.25999450683594,46.78017843,0.0,0.0,10257.021665590604,0.0257021665385464,,,2024-07-26 17:00:00,218.7100067138672,219.49000549316406,218.7100067138672,219.25999450683594,1582366.0,0.008
,,,,,1722015000,219.30450439453125,46.78017843,0.0,0.0,10259.103846078891,0.025910384587370938,,,2024-07-26 17:30:00,219.25999450683594,219.38999938964844,218.77999877929688,219.30450439453125,1429047.0,0.008
,,,,,1722016800,218.07620239257812,46.78017843,0.0,0.0,10201.643659261597,0.02016436590575643,,,2024-07-26 18:00:00,219.30499267578125,219.326904296875,217.67999267578125,218.07620239257812,2067923.0,0.003
,,,,,1722018600,218.14999389648438,46.78017843,0.0,0.0,10205.09563898095,0.020509563877684878,,,2024-07-26 18:30:00,218.0500030517578,218.481201171875,217.8000030517578,218.14999389648438,1451452.0,0.003
,,,,,1722020400,217.7801055908203,46.78017843,0.0,0.0,10187.792198042815,0.018779219783905843,,,2024-07-26 19:00:00,218.16000366210938,218.47000122070312,217.56100463867188,217.7801055908203,1487393.0,0.001
CLOSE,SELL,218.60499573,-1.0,0.0,1722022200,218.60499572753906,0.0,10226.38070594,0.0,10226.38070594,0.02264,1722022200.0,2024-07-26 19:30:00,2024-07-26 19:30:00,217.77999877929688,218.75,217.69000244140625,218.60499572753906,1774347.0,0.005
SHORT,SELL,218.60499573,240.4654953,0.0,1722022200,218.60499572753906,0.0,20452.76141188,46.78017843,10226.38070594,0.02264,1722022200.0,2024-07-26 19:30:00,2024-07-26 19:30:00,217.77999877929688,218.75,217.69000244140625,218.60499572753906,1774347.0,0
,,,,,1722024000,218.1199951171875,0.0,20452.76141188,46.78017843,10249.06912114724,0.02490691209422602,,,2024-07-26 20:00:00,218.6199951171875,218.6199951171875,217.1300048828125,218.1199951171875,4479378.0,0.002
,,,,,1722261600,218.94000244140625,0.0,20452.76141188,46.78017843,10210.709032206381,0.021070903200216762,,,2024-07-29 14:00:00,216.67999267578125,219.3000030517578,215.92999267578125,218.94000244140625,6725634.0,-0.002
COVER,BUY,217.72999573,-1.0,0.0,1722263400,217.72999572753906,0.0,10267.313362070001,0.0,10267.31336207,0.02673,1722263400.0,2024-07-29 14:30:00,2024-07-29 14:30:00,218.9499969482422,219.08999633789062,217.5,217.72999572753906,2958876.0,0.004
LONG,BUY,217.72999573,195.95699616,0.0,1722263400,217.72999572753906,47.15617307,0.0,0.0,10267.31336117,0.02673,1722263400.0,2024-07-29 14:30:00,2024-07-29 14:30:00,218.9499969482422,219.08999633789062,217.5,217.72999572753906,2958876.0,0
,,,,,1722265200,217.81500244140625,47.15617307,0.0,0.0,10271.321952369426,0.02713219521640009,,,2024-07-29 15:00:00,217.75,218.69000244140625,217.44500732421875,217.81500244140625,2562827.0,0.0
CLOSE,SELL,217.13999939,-1.0,0.0,1722267000,217.13999938964844,0.0,10239.49139165,0.0,10239.49139165,0.02395,1722267000.0,2024-07-29 15:30:00,2024-07-29 15:30:00,217.8300018310547,217.8800048828125,216.50999450683594,217.13999938964844,2444888.0,-0.003
SHORT,SELL,218.03500366,239.83850403,0.0,1722268800,218.03500366210938,0.0,20478.9827833,46.96260334,10239.49139218,0.02395,1722268800.0,2024-07-29 16:00:00,2024-07-29 16:00:00,217.11000061035156,218.0800018310547,216.60049438476562,218.03500366210938,1684676.0,0
,,,,,1722270600,218.5449981689453,0.0,20478.9827833,46.96260334,10215.540722350797,0.02155407221464878,,,2024-07-29 16:30:00,218.0399932861328,218.9600067138672,218.0399932861328,218.5449981689453,1664662.0,-0.002
,,,,,1722272400,218.77999877929688,0.0,20478.9827833,46.96260334,10204.504481902199,0.020450448169810898,,,2024-07-29 17:00:00,218.5500030517578,218.889892578125,218.375,218.77999877929688,1047265.0,-0.003
,,,,,1722274200,218.6999969482422,0.0,20478.9827833,46.96260334,10208.261576160494,0.020826157595633,,,2024-07-29 17:30:00,218.80250549316406,219.27999877929688,218.66000366210938,218.6999969482422,1722270.0,-0.003
,,,,,1722276000,218.36000061035156,0.0,20478.9827833,46.96260334,10224.228689313903,0.022422868910941807,,,2024-07-29 18:00:00,218.6999969482422,219.08689880371094,218.32090759277344,218.36000061035156,1280418.0,-0.001
,,,,,1722277800,218.35000610351562,0.0,20478.9827833,46.96260334,10224.698057374018,0.022469805716952562,,,2024-07-29 18:30:00,218.3699951171875,218.66990661621094,218.0500030517578,218.35000610351562,1575106.0,-0.001
,,,,,1722279600,218.57000732421875,0.0,20478.9827833,46.96260334,10214.36622731182,0.021436622710753417,,,2024-07-29 19:00:00,218.33999633789062,218.6300048828125,217.97000122070312,218.57000732421875,1486709.0,-0.002
